ID,guest_id,table_number,date,hour
932,228,4,2025-04-07,7
933,43,4,2025-04-07,8
934,277,4,2025-04-07,9
935,54,4,2025-03-14,4
936,215,4,2025-04-25,8
937,95,4,2025-03-10,3
938,8,4,2025-03-10,4
939,231,4,2025-03-10,5
940,246,4,2025-03-10,6
941,300,4,2025-03-10,7
942,44,4,2025-03-10,8
943,247,4,2025-03-10,9
944,137,4,2025-05-09,3
945,20,4,2025-05-09,4
946,265,4,2025-05-09,5
947,241,4,2025-05-09,6
948,6,4,2025-05-09,7
949,32,4,2025-05-09,8
950,99,4,2025-05-09,9
951,31,4,2025-05-13,3
952,104,4,2025-03-04,3
953,34,4,2025-04-09,3
954,300,4,2025-04-09,4
955,188,4,2025-04-09,5
956,109,4,2025-04-09,6
957,167,4,2025-04-09,7
958,52,4,2025-04-09,8
959,169,4,2025-04-09,9
960,93,4,2025-04-13,3
961,152,4,2025-04-13,4
962,58,4,2025-04-13,5
963,121,4,2025-04-13,6
964,266,4,2025-04-13,7
965,86,4,2025-04-13,8
966,136,4,2025-04-13,9
967,51,4,2025-03-20,3
968,204,4,2025-03-20,4
969,56,4,2025-03-20,5
970,177,4,2025-03-20,6
971,252,4,2025-03-20,7
972,16,4,2025-03-20,8
973,276,4,2025-03-20,9
974,21,4,2025-05-01,3
975,254,4,2025-05-01,4
976,214,4,2025-05-01,5
977,37,4,2025-05-01,6
978,77,4,2025-05-01,7
979,130,4,2025-05-01,8
980,10,4,2025-05-01,9
981,273,4,2025-02-18,3
982,46,4,2025-03-31,4
983,121,4,2025-04-03,3
984,230,4,2025-04-03,4
985,195,4,2025-04-03,5
986,3,4,2025-04-03,6
987,176,4,2025-04-03,7
988,184,4,2025-04-03,8
989,10,4,2025-04-03,9
990,243,4,2025-02-26,7
991,291,4,2025-02-17,6
992,269,4,2025-02-19,3
993,205,4,2025-02-19,4
994,181,4,2025-02-19,5
995,248,4,2025-02-19,6
996,116,4,2025-02-19,7
997,39,4,2025-02-19,8
998,187,4,2025-02-19,9
999,241,4,2025-03-09,6
1000,232,4,2025-03-26,3
1001,266,4,2025-03-26,4
1002,139,4,2025-03-26,5
1003,29,4,2025-03-26,6
1004,219,4,2025-03-26,7
1005,216,4,2025-03-26,8
1006,13,4,2025-03-26,9
1007,98,4,2025-03-08,8
1008,23,4,2025-04-20,3
1009,44,4,2025-04-20,4
1010,183,4,2025-04-20,5
1011,121,4,2025-04-20,6
1012,119,4,2025-04-20,7
1013,125,4,2025-04-20,8
1014,53,4,2025-04-20,9
1015,129,4,2025-02-27,3
1016,225,4,2025-02-27,4
1017,264,4,2025-02-27,5
1018,18,4,2025-02-27,6
1019,279,4,2025-02-27,7
1020,85,4,2025-02-27,8
1021,114,4,2025-02-27,9
1022,29,4,2025-03-03,3
1023,258,4,2025-03-03,4
1024,167,4,2025-03-03,5
1025,7,4,2025-03-03,6
1026,293,4,2025-03-03,7
1027,167,4,2025-03-03,8
1028,178,4,2025-03-03,9
1029,186,4,2025-05-02,7
1030,104,4,2025-05-08,4
1031,201,4,2025-04-29,4
1032,70,4,2025-04-13,6
1033,244,4,2025-04-08,9
1034,69,4,2025-04-30,5
1035,292,4,2025-04-18,3
1036,240,4,2025-04-18,4
1037,190,4,2025-04-18,5
1038,148,4,2025-04-18,6
1039,136,4,2025-04-18,7
1040,213,4,2025-04-18,8
1041,138,4,2025-04-18,9
1042,76,4,2025-03-12,3
1043,157,4,2025-03-12,4
1044,260,4,2025-03-12,5
1045,29,4,2025-03-12,6
1046,133,4,2025-03-12,7
1047,111,4,2025-03-12,8
1048,102,4,2025-03-12,9
1049,161,4,2025-03-30,4
1050,139,4,2025-02-17,8
1051,26,4,2025-03-27,8
1052,47,4,2025-02-25,3
1053,83,4,2025-02-25,4
1054,102,4,2025-02-25,5
1055,12,4,2025-02-25,6
1056,126,4,2025-02-25,7
1057,121,4,2025-02-25,8
1058,171,4,2025-02-25,9
1059,119,4,2025-04-24,6
1060,156,4,2025-02-28,3
1061,92,4,2025-02-28,4
1062,142,4,2025-02-28,5
1063,277,4,2025-02-28,6
1064,138,4,2025-02-28,7
1065,24,4,2025-02-28,8
1066,222,4,2025-02-28,9
1067,241,4,2025-04-25,4
1068,75,4,2025-03-11,3
1069,196,4,2025-03-11,4
1070,204,4,2025-03-11,5
1071,71,4,2025-03-11,6
1072,262,4,2025-03-11,7
1073,208,4,2025-03-11,8
1074,146,4,2025-03-11,9
1075,256,4,2025-05-09,3
1076,104,4,2025-05-09,4
1077,35,4,2025-05-09,5
1078,19,4,2025-05-09,6
1079,17,4,2025-05-09,7
1080,167,4,2025-05-09,8
1081,124,4,2025-05-09,9
1082,238,4,2025-04-12,8
1083,124,4,2025-03-26,3
1084,95,4,2025-03-26,4
1085,176,4,2025-03-26,5
1086,163,4,2025-03-26,6
1087,153,4,2025-03-26,7
1088,92,4,2025-03-26,8
1089,280,4,2025-03-26,9
1090,11,4,2025-04-15,3
1091,141,4,2025-04-15,4
1092,39,4,2025-04-15,5
1093,184,4,2025-04-15,6
1094,1,4,2025-04-15,7
1095,96,4,2025-04-15,8
1096,143,4,2025-04-15,9
1097,215,4,2025-03-01,3
1098,281,4,2025-04-13,8
1099,51,4,2025-03-23,3
1100,106,4,2025-03-23,4
1101,12,4,2025-03-23,5
1102,185,4,2025-03-23,6
1103,16,4,2025-03-23,7
1104,100,4,2025-03-23,8
1105,27,4,2025-03-23,9
1106,142,4,2025-03-31,8
1107,80,4,2025-05-05,3
1108,285,4,2025-05-05,4
1109,26,4,2025-05-05,5
1110,242,4,2025-05-05,6
1111,243,4,2025-05-05,7
1112,205,4,2025-05-05,8
1113,235,4,2025-05-05,9
1114,149,4,2025-02-22,3
1115,186,4,2025-02-22,4
1116,288,4,2025-02-22,5
1117,125,4,2025-02-22,6
1118,15,4,2025-02-22,7
1119,64,4,2025-02-22,8
1120,97,4,2025-02-22,9
1121,74,4,2025-05-14,3
1122,239,4,2025-05-14,4
1123,299,4,2025-05-14,5
1124,285,4,2025-05-14,6
1125,45,4,2025-05-14,7
1126,268,4,2025-05-14,8
1127,97,4,2025-05-14,9
1128,13,4,2025-05-01,6
1129,246,4,2025-04-05,3
1130,99,4,2025-03-23,3
1131,198,4,2025-05-13,3
1132,46,4,2025-03-19,3
1133,98,4,2025-03-19,4
1134,192,4,2025-03-19,5
1135,32,4,2025-03-19,6
1136,182,4,2025-03-19,7
1137,127,4,2025-03-19,8
1138,39,4,2025-03-19,9
1139,175,4,2025-04-28,4
1140,40,4,2025-03-25,4
1141,154,4,2025-04-19,3
1142,297,4,2025-04-19,4
1143,63,4,2025-04-19,5
1144,200,4,2025-04-19,6
1145,292,4,2025-04-19,7
1146,127,4,2025-04-19,8
1147,297,4,2025-04-19,9
1148,49,4,2025-05-11,6
1149,174,4,2025-03-25,3
1150,82,4,2025-03-25,4
1151,249,4,2025-03-25,5
1152,147,4,2025-03-25,6
1153,175,4,2025-03-25,7
1154,158,4,2025-03-25,8
1155,265,4,2025-03-25,9
1156,298,4,2025-04-24,4
1157,266,4,2025-02-21,9
1158,263,4,2025-04-16,6
1159,5,4,2025-04-04,3
1160,259,4,2025-04-04,4
1161,174,4,2025-04-04,5
1162,263,4,2025-04-04,6
1163,195,4,2025-04-04,7
1164,258,4,2025-04-04,8
1165,292,4,2025-04-04,9
1166,71,4,2025-04-23,3
1167,75,4,2025-04-23,4
1168,72,4,2025-04-23,5
1169,277,4,2025-04-23,6
1170,92,4,2025-04-23,7
1171,99,4,2025-04-23,8
1172,49,4,2025-04-23,9
1173,29,4,2025-02-24,3
1174,25,4,2025-03-28,4
1175,87,4,2025-03-26,3
1176,43,4,2025-03-26,4
1177,63,4,2025-03-26,5
1178,169,4,2025-03-26,6
1179,75,4,2025-03-26,7
1180,42,4,2025-03-26,8
1181,128,4,2025-03-26,9
1182,228,4,2025-04-30,3
1183,144,4,2025-04-30,4
1184,127,4,2025-04-30,5
1185,222,4,2025-04-30,6
1186,182,4,2025-04-30,7
1187,275,4,2025-04-30,8
1188,191,4,2025-04-30,9
1189,188,5,2025-03-06,9
1190,280,5,2025-03-21,8
1191,73,5,2025-02-17,7
1192,45,5,2025-02-26,8
1193,113,5,2025-03-03,6
1194,138,5,2025-03-04,4
1195,125,5,2025-02-23,7
1196,297,5,2025-03-23,4
1197,226,5,2025-02-26,6
1198,239,5,2025-04-12,3
1199,252,5,2025-04-12,4
1200,76,5,2025-04-12,5
1201,256,5,2025-04-12,6
1202,147,5,2025-04-12,7
1203,286,5,2025-04-12,8
1204,33,5,2025-04-12,9
1205,283,5,2025-03-25,8
1206,217,5,2025-04-27,4
1207,240,5,2025-05-07,3
1208,33,5,2025-05-07,4
1209,75,5,2025-05-07,5
1210,23,5,2025-05-07,6
1211,295,5,2025-05-07,7
1212,6,5,2025-05-07,8
1213,17,5,2025-05-07,9
1214,156,5,2025-03-21,3
1215,284,5,2025-03-21,4
1216,187,5,2025-03-21,5
1217,244,5,2025-03-21,6
1218,190,5,2025-03-21,7
1219,129,5,2025-03-21,8
1220,240,5,2025-03-21,9
1221,184,5,2025-04-25,3
1222,180,5,2025-04-25,4
1223,230,5,2025-04-25,5
1224,160,5,2025-04-25,6
1225,99,5,2025-04-25,7
1226,30,5,2025-04-25,8
1227,13,5,2025-04-25,9
1228,297,5,2025-04-01,5
1229,35,5,2025-02-17,8
1230,150,5,2025-04-15,4
1231,213,5,2025-04-10,3
1232,297,5,2025-03-09,3
1233,86,5,2025-03-09,4
1234,246,5,2025-03-09,5
1235,220,5,2025-03-09,6
1236,266,5,2025-03-09,7
1237,121,5,2025-03-09,8
1238,209,5,2025-03-09,9
1239,28,5,2025-02-22,4
1240,3,5,2025-05-15,3
1241,188,5,2025-05-15,4
1242,294,5,2025-05-15,5
1243,98,5,2025-05-15,6
1244,178,5,2025-05-15,7
1245,181,5,2025-05-15,8
1246,158,5,2025-05-15,9
1247,30,5,2025-04-20,7
1248,153,5,2025-04-06,3
1249,144,5,2025-04-06,4
1250,107,5,2025-04-06,5
1251,276,5,2025-04-06,6
1252,224,5,2025-04-06,7
1253,58,5,2025-04-06,8
1254,20,5,2025-04-06,9
1255,168,5,2025-02-16,3
1256,112,5,2025-02-16,4
1257,122,5,2025-02-16,5
1258,210,5,2025-02-16,6
1259,144,5,2025-02-16,7
1260,54,5,2025-02-16,8
1261,233,5,2025-02-16,9
1262,290,5,2025-05-16,6
1263,204,5,2025-03-09,7
1264,31,5,2025-05-14,3
1265,36,5,2025-05-14,8
1266,7,5,2025-03-05,7
1267,44,5,2025-05-13,9
1268,91,5,2025-03-16,3
1269,63,5,2025-03-16,4
1270,297,5,2025-03-16,5
1271,245,5,2025-03-16,6
1272,227,5,2025-03-16,7
1273,83,5,2025-03-16,8
1274,173,5,2025-03-16,9
1275,259,5,2025-02-17,3
1276,104,5,2025-02-17,4
1277,269,5,2025-02-17,5
1278,276,5,2025-02-17,6
1279,234,5,2025-02-17,7
1280,111,5,2025-02-17,8
1281,18,5,2025-02-17,9
1282,48,5,2025-02-21,6
1283,292,5,2025-02-27,6
1284,31,5,2025-04-16,7
1285,225,5,2025-04-13,4
1286,67,5,2025-05-02,3
1287,288,5,2025-05-02,4
1288,298,5,2025-05-02,5
1289,152,5,2025-05-02,6
1290,267,5,2025-05-02,7
1291,235,5,2025-05-02,8
1292,189,5,2025-05-02,9
1293,117,5,2025-04-15,3
1294,237,5,2025-04-15,4
1295,206,5,2025-04-15,5
1296,30,5,2025-04-15,6
1297,60,5,2025-04-15,7
1298,89,5,2025-04-15,8
1299,89,5,2025-04-15,9
1300,224,5,2025-03-17,3
1301,73,5,2025-03-17,4
1302,167,5,2025-03-17,5
1303,31,5,2025-03-17,6
1304,25,5,2025-03-17,7
1305,223,5,2025-03-17,8
1306,259,5,2025-03-17,9
1307,110,5,2025-02-28,6
1308,51,5,2025-03-22,4
1309,182,5,2025-02-20,3
1310,26,5,2025-04-17,3
1311,147,5,2025-04-17,4
1312,194,5,2025-04-17,5
1313,110,5,2025-04-17,6
1314,208,5,2025-04-17,7
1315,297,5,2025-04-17,8
1316,39,5,2025-04-17,9
1317,71,5,2025-03-08,3
1318,100,5,2025-03-08,4
1319,39,5,2025-03-08,5
1320,69,5,2025-03-08,6
1321,121,5,2025-03-08,7
1322,178,5,2025-03-08,8
1323,52,5,2025-03-08,9
1324,242,5,2025-03-21,3
1325,173,5,2025-03-21,4
1326,80,5,2025-03-21,5
1327,232,5,2025-03-21,6
1328,292,5,2025-03-21,7
1329,39,5,2025-03-21,8
1330,240,5,2025-03-21,9
1331,164,5,2025-04-03,3
1332,181,5,2025-04-03,4
1333,251,5,2025-04-03,5
1334,253,5,2025-04-03,6
1335,87,5,2025-04-03,7
1336,139,5,2025-04-03,8
1337,187,5,2025-04-03,9
1338,40,5,2025-03-13,3
1339,62,5,2025-02-22,3
1340,295,5,2025-02-22,4
1341,293,5,2025-02-22,5
1342,242,5,2025-02-22,6
1343,145,5,2025-02-22,7
1344,225,5,2025-02-22,8
1345,283,5,2025-02-22,9
1346,32,5,2025-05-04,3
1347,43,5,2025-05-04,4
1348,27,5,2025-05-04,5
1349,206,5,2025-05-04,6
1350,86,5,2025-05-04,7
1351,295,5,2025-05-04,8
1352,58,5,2025-05-04,9
1353,76,5,2025-03-17,6
1354,54,5,2025-02-19,3
1355,47,5,2025-02-19,4
1356,4,5,2025-02-19,5
1357,188,5,2025-02-19,6
1358,169,5,2025-02-19,7
1359,260,5,2025-02-19,8
1360,234,5,2025-02-19,9
1361,41,5,2025-03-12,5
1362,115,5,2025-03-10,3
1363,68,5,2025-03-10,4
1364,145,5,2025-03-10,5
1365,63,5,2025-03-10,6
1366,32,5,2025-03-10,7
1367,66,5,2025-03-10,8
1368,234,5,2025-03-10,9
1369,21,5,2025-03-05,3
1370,210,5,2025-03-05,4
1371,4,5,2025-03-05,5
1372,137,5,2025-03-05,6
1373,134,5,2025-03-05,7
1374,274,5,2025-03-05,8
1375,86,5,2025-03-05,9
1376,22,5,2025-03-31,3
1377,110,5,2025-03-31,4
1378,260,5,2025-03-31,5
1379,248,5,2025-03-31,6
1380,245,5,2025-03-31,7
1381,215,5,2025-03-31,8
1382,83,5,2025-03-31,9
1383,51,5,2025-03-25,6
1384,253,5,2025-02-25,4
1385,57,5,2025-05-01,3
1386,277,5,2025-04-14,3
1387,66,5,2025-04-14,4
1388,61,5,2025-04-14,5
1389,160,5,2025-04-14,6
1390,131,5,2025-04-14,7
1391,275,5,2025-04-14,8
1392,229,5,2025-04-14,9
1393,202,5,2025-03-31,3
1394,47,5,2025-03-31,4
1395,150,5,2025-03-31,5
1396,225,5,2025-03-31,6
1397,278,5,2025-03-31,7
1398,46,5,2025-03-31,8
1399,135,5,2025-03-31,9
1400,81,5,2025-02-20,3
1401,234,5,2025-04-26,3
1402,163,5,2025-04-26,4
1403,234,5,2025-04-26,5
1404,67,5,2025-04-26,6
1405,212,5,2025-04-26,7
1406,179,5,2025-04-26,8
1407,7,5,2025-04-26,9
1408,290,5,2025-03-25,3
1409,201,5,2025-03-25,4
1410,199,5,2025-03-25,5
1411,126,5,2025-03-25,6
1412,139,5,2025-03-25,7
1413,104,5,2025-03-25,8
1414,55,5,2025-03-25,9
1415,162,5,2025-04-19,3
1416,60,5,2025-04-19,4
1417,230,5,2025-04-19,5
1418,284,5,2025-04-19,6
1419,112,5,2025-04-19,7
1420,57,5,2025-04-19,8
1421,290,5,2025-04-19,9
1422,69,5,2025-04-15,3
1423,289,5,2025-04-15,4
1424,230,5,2025-04-15,5
1425,15,5,2025-04-15,6
1426,87,5,2025-04-15,7
1427,14,5,2025-04-15,8
1428,283,5,2025-04-15,9
1429,277,5,2025-03-08,3
1430,182,5,2025-03-08,4
1431,143,5,2025-03-08,5
1432,257,5,2025-03-08,6
1433,259,5,2025-03-08,7
1434,155,5,2025-03-08,8
1435,205,5,2025-03-08,9
1436,148,5,2025-04-05,4
1437,75,5,2025-03-01,3
1438,70,5,2025-03-01,4
1439,82,5,2025-03-01,5
1440,39,5,2025-03-01,6
1441,125,5,2025-03-01,7
1442,69,5,2025-03-01,8
1443,100,5,2025-03-01,9
1444,203,5,2025-03-06,6
1445,52,5,2025-05-14,3
1446,198,5,2025-05-14,4
1447,78,5,2025-05-14,5
1448,43,5,2025-05-14,6
1449,198,5,2025-05-14,7
1450,89,5,2025-05-14,8
1451,219,5,2025-05-14,9
1452,77,5,2025-03-09,3
1453,135,5,2025-03-09,4
1454,87,5,2025-03-09,5
1455,297,5,2025-03-09,6
1456,18,5,2025-03-09,7
1457,12,5,2025-03-09,8
1458,129,5,2025-03-09,9
1459,110,5,2025-02-22,8
1460,170,5,2025-03-10,5
1461,1,5,2025-04-02,4
1462,217,6,2025-04-17,3
1463,172,6,2025-04-17,4
1464,271,6,2025-04-17,5
1465,53,6,2025-04-17,6
1466,137,6,2025-04-17,7
1467,201,6,2025-04-17,8
1468,127,6,2025-04-17,9
1469,191,6,2025-03-09,3
1470,289,6,2025-02-23,3
1471,159,6,2025-02-23,4
1472,168,6,2025-02-23,5
1473,226,6,2025-02-23,6
1474,292,6,2025-02-23,7
1475,98,6,2025-02-23,8
1476,172,6,2025-02-23,9
1477,83,6,2025-03-08,3
1478,136,6,2025-04-16,3
1479,222,6,2025-04-16,4
1480,117,6,2025-04-16,5
1481,177,6,2025-04-16,6
1482,279,6,2025-04-16,7
1483,97,6,2025-04-16,8
1484,239,6,2025-04-16,9
1485,153,6,2025-04-26,3
1486,247,6,2025-04-26,4
1487,4,6,2025-04-26,5
1488,277,6,2025-04-26,6
1489,70,6,2025-04-26,7
1490,113,6,2025-04-26,8
1491,83,6,2025-04-26,9
1492,111,6,2025-03-09,6
1493,137,6,2025-04-22,3
1494,297,6,2025-03-20,9
1495,213,6,2025-03-04,3
1496,58,6,2025-03-04,4
1497,294,6,2025-03-04,5
1498,251,6,2025-03-04,6
1499,83,6,2025-03-04,7
1500,19,6,2025-03-04,8
1501,200,6,2025-03-04,9
1502,248,6,2025-03-18,4
1503,241,6,2025-05-03,5
1504,40,6,2025-03-28,7
1505,144,6,2025-02-28,4
1506,98,6,2025-05-14,3
1507,294,6,2025-05-14,4
1508,11,6,2025-05-14,5
1509,208,6,2025-05-14,6
1510,241,6,2025-05-14,7
1511,172,6,2025-05-14,8
1512,87,6,2025-05-14,9
1513,188,6,2025-04-19,6
1514,281,6,2025-05-15,3
1515,177,6,2025-03-15,7
1516,152,6,2025-04-06,3
1517,54,6,2025-04-06,4
1518,102,6,2025-04-06,5
1519,184,6,2025-04-06,6
1520,56,6,2025-04-06,7
1521,70,6,2025-04-06,8
1522,206,6,2025-04-06,9
1523,30,6,2025-05-15,3
1524,4,6,2025-05-15,4
1525,295,6,2025-05-15,5
1526,161,6,2025-05-15,6
1527,34,6,2025-05-15,7
1528,71,6,2025-05-15,8
1529,84,6,2025-05-15,9
1530,73,6,2025-03-06,3
1531,138,6,2025-03-03,3
1532,90,6,2025-03-03,4
1533,141,6,2025-03-03,5
1534,249,6,2025-03-03,6
1535,124,6,2025-03-03,7
1536,288,6,2025-03-03,8
1537,145,6,2025-03-03,9
1538,72,6,2025-04-14,3
1539,213,6,2025-04-14,4
1540,33,6,2025-04-14,5
1541,122,6,2025-04-14,6
1542,112,6,2025-04-14,7
1543,57,6,2025-04-14,8
1544,58,6,2025-04-14,9
1545,260,6,2025-04-06,5
1546,227,6,2025-04-17,3
1547,38,6,2025-04-17,4
1548,173,6,2025-04-17,5
1549,166,6,2025-04-17,6
1550,298,6,2025-04-17,7
1551,163,6,2025-04-17,8
1552,220,6,2025-04-17,9
1553,1,6,2025-02-25,3
1554,72,6,2025-03-06,3
1555,208,6,2025-03-06,4
1556,79,6,2025-03-06,5
1557,69,6,2025-03-06,6
1558,134,6,2025-03-06,7
1559,55,6,2025-03-06,8
1560,249,6,2025-03-06,9
1561,271,6,2025-03-25,3
1562,206,6,2025-03-25,4
1563,225,6,2025-03-25,5
1564,230,6,2025-03-25,6
1565,23,6,2025-03-25,7
1566,157,6,2025-03-25,8
1567,141,6,2025-03-25,9
1568,178,6,2025-03-07,3
1569,102,6,2025-03-07,4
1570,181,6,2025-03-07,5
1571,84,6,2025-03-07,6
1572,92,6,2025-03-07,7
1573,84,6,2025-03-07,8
1574,129,6,2025-03-07,9
1575,222,6,2025-03-29,3
1576,28,6,2025-03-29,4
1577,241,6,2025-03-29,5
1578,248,6,2025-03-29,6
1579,110,6,2025-03-29,7
1580,6,6,2025-03-29,8
1581,111,6,2025-03-29,9
1582,64,6,2025-05-16,9
1583,219,6,2025-04-01,4
1584,101,6,2025-03-12,3
1585,287,6,2025-03-12,4
1586,284,6,2025-03-12,5
1587,171,6,2025-03-12,6
1588,102,6,2025-03-12,7
1589,194,6,2025-03-12,8
1590,199,6,2025-03-12,9
1591,83,6,2025-04-27,8
1592,288,6,2025-04-18,3
1593,63,6,2025-04-18,4
1594,132,6,2025-04-18,5
1595,66,6,2025-04-18,6
1596,278,6,2025-04-18,7
1597,99,6,2025-04-18,8
1598,68,6,2025-04-18,9
1599,133,6,2025-04-20,3
1600,249,6,2025-04-20,4
1601,200,6,2025-04-20,5
1602,247,6,2025-04-20,6
1603,154,6,2025-04-20,7
1604,210,6,2025-04-20,8
1605,135,6,2025-04-20,9
1606,191,6,2025-03-25,4
1607,52,6,2025-03-25,3
1608,213,6,2025-03-25,4
1609,42,6,2025-03-25,5
1610,270,6,2025-03-25,6
1611,75,6,2025-03-25,7
1612,57,6,2025-03-25,8
1613,81,6,2025-03-25,9
1614,92,6,2025-05-04,3
1615,203,6,2025-05-04,4
1616,177,6,2025-05-04,5
1617,174,6,2025-05-04,6
1618,80,6,2025-05-04,7
1619,162,6,2025-05-04,8
1620,135,6,2025-05-04,9
1621,68,6,2025-04-01,7
1622,17,6,2025-03-27,4
1623,123,6,2025-03-26,3
1624,50,6,2025-03-26,4
1625,261,6,2025-03-26,5
1626,177,6,2025-03-26,6
1627,103,6,2025-03-26,7
1628,192,6,2025-03-26,8
1629,205,6,2025-03-26,9
1630,6,6,2025-03-31,3
1631,105,6,2025-03-31,4
1632,165,6,2025-03-31,5
1633,250,6,2025-03-31,6
1634,278,6,2025-03-31,7
1635,254,6,2025-03-31,8
1636,274,6,2025-03-31,9
1637,174,6,2025-02-17,7
1638,87,6,2025-04-02,3
1639,91,6,2025-04-02,4
1640,295,6,2025-04-02,5
1641,148,6,2025-04-02,6
1642,79,6,2025-04-02,7
1643,245,6,2025-04-02,8
1644,55,6,2025-04-02,9
1645,257,6,2025-02-27,3
1646,48,6,2025-02-27,4
1647,111,6,2025-02-27,5
1648,15,6,2025-02-27,6
1649,33,6,2025-02-27,7
1650,241,6,2025-02-27,8
1651,257,6,2025-02-27,9
1652,41,6,2025-03-22,9
1653,261,6,2025-04-08,3
1654,120,6,2025-04-08,4
1655,65,6,2025-04-08,5
1656,176,6,2025-04-08,6
1657,12,6,2025-04-08,7
1658,179,6,2025-04-08,8
1659,41,6,2025-04-08,9
1660,85,6,2025-03-06,3
1661,21,6,2025-03-06,4
1662,156,6,2025-03-06,5
1663,152,6,2025-03-06,6
1664,281,6,2025-03-06,7
1665,146,6,2025-03-06,8
1666,138,6,2025-03-06,9
1667,237,6,2025-05-01,3
1668,147,6,2025-05-01,4
1669,256,6,2025-05-01,5
1670,203,6,2025-05-01,6
1671,279,6,2025-05-01,7
1672,260,6,2025-05-01,8
1673,127,6,2025-05-01,9
1674,183,6,2025-03-05,3
1675,249,6,2025-03-05,4
1676,21,6,2025-03-05,5
1677,161,6,2025-03-05,6
1678,51,6,2025-03-05,7
1679,215,6,2025-03-05,8
1680,155,6,2025-03-05,9
1681,50,6,2025-02-23,3
1682,157,6,2025-02-23,4
1683,48,6,2025-02-23,5
1684,146,6,2025-02-23,6
1685,22,6,2025-02-23,7
1686,234,6,2025-02-23,8
1687,261,6,2025-02-23,9
1688,229,6,2025-03-24,4
1689,205,6,2025-03-15,8
1690,52,6,2025-03-14,3
1691,25,6,2025-03-14,4
1692,229,6,2025-03-14,5
1693,221,6,2025-03-14,6
1694,190,6,2025-03-14,7
1695,134,6,2025-03-14,8
1696,185,6,2025-03-14,9
1697,149,6,2025-04-07,3
1698,208,6,2025-04-07,4
1699,262,6,2025-04-07,5
1700,147,6,2025-04-07,6
1701,107,6,2025-04-07,7
1702,187,6,2025-04-07,8
1703,240,6,2025-04-07,9
1704,4,6,2025-03-04,3
1705,188,6,2025-03-04,4
1706,12,6,2025-03-04,5
1707,231,6,2025-03-04,6
1708,292,6,2025-03-04,7
1709,63,6,2025-03-04,8
1710,61,6,2025-03-04,9
1711,38,6,2025-05-04,3
1712,49,6,2025-05-04,4
1713,214,6,2025-05-04,5
1714,294,6,2025-05-04,6
1715,295,6,2025-05-04,7
1716,228,6,2025-05-04,8
1717,215,6,2025-05-04,9
1718,67,6,2025-05-10,8
1719,132,6,2025-04-03,9
1720,141,6,2025-04-30,4
1721,275,6,2025-05-01,3
1722,63,6,2025-05-01,4
1723,105,6,2025-05-01,5
1724,91,6,2025-05-01,6
1725,42,6,2025-05-01,7
1726,149,6,2025-05-01,8
1727,267,6,2025-05-01,9
1728,256,6,2025-03-20,3
1729,249,6,2025-03-20,4
1730,144,6,2025-03-20,5
1731,262,6,2025-03-20,6
1732,25,6,2025-03-20,7
1733,223,6,2025-03-20,8
1734,106,6,2025-03-20,9
1735,5,6,2025-02-20,4
1736,166,6,2025-04-11,5
1737,220,6,2025-04-13,3
1738,104,6,2025-04-13,4
1739,286,6,2025-04-13,5
1740,122,6,2025-04-13,6
1741,268,6,2025-04-13,7
1742,237,6,2025-04-13,8
1743,118,6,2025-04-13,9
1744,234,6,2025-03-12,6
1745,99,6,2025-05-05,4
1746,11,6,2025-04-18,3
1747,267,6,2025-04-18,4
1748,217,6,2025-04-18,5
1749,160,6,2025-04-18,6
1750,221,6,2025-04-18,7
1751,104,6,2025-04-18,8
1752,207,6,2025-04-18,9
1753,138,6,2025-04-11,3
1754,264,6,2025-02-19,9
1755,237,6,2025-04-17,3
1756,126,6,2025-04-17,4
1757,76,6,2025-04-17,5
1758,279,6,2025-04-17,6
1759,44,6,2025-04-17,7
1760,147,6,2025-04-17,8
1761,242,6,2025-04-17,9
1762,53,6,2025-03-29,3
1763,146,6,2025-03-29,4
1764,67,6,2025-03-29,5
1765,101,6,2025-03-29,6
1766,88,6,2025-03-29,7
1767,178,6,2025-03-29,8
1768,99,6,2025-03-29,9
1769,198,6,2025-05-01,3
1770,197,6,2025-05-01,4
1771,56,6,2025-05-01,5
1772,245,6,2025-05-01,6
1773,153,6,2025-05-01,7
1774,128,6,2025-05-01,8
1775,185,6,2025-05-01,9
1776,17,6,2025-03-24,5
1777,137,7,2025-03-31,4
1778,280,7,2025-02-17,3
1779,246,7,2025-02-17,4
1780,80,7,2025-02-17,5
1781,111,7,2025-02-17,6
1782,90,7,2025-02-17,7
1783,190,7,2025-02-17,8
1784,25,7,2025-02-17,9
1785,132,7,2025-05-16,3
1786,277,7,2025-05-16,4
1787,185,7,2025-05-16,5
1788,3,7,2025-05-16,6
1789,164,7,2025-05-16,7
1790,60,7,2025-05-16,8
1791,201,7,2025-05-16,9
1792,188,7,2025-03-08,3
1793,293,7,2025-03-08,4
1794,284,7,2025-03-08,5
1795,11,7,2025-03-08,6
1796,126,7,2025-03-08,7
1797,229,7,2025-03-08,8
1798,55,7,2025-03-08,9
1799,296,7,2025-03-20,5
1800,234,7,2025-04-03,3
1801,200,7,2025-04-03,4
1802,242,7,2025-04-03,5
1803,110,7,2025-04-03,6
1804,93,7,2025-04-03,7
1805,261,7,2025-04-03,8
1806,165,7,2025-04-03,9
1807,268,7,2025-04-08,5
1808,121,7,2025-05-10,6
1809,213,7,2025-04-06,3
